,text,MIN(start),MAX(start),SUM(duration),video_id
191,"Responsibility to protect, says that this was in the wake of, things like the Rwanda genocide of 1994 and what happened in Kosovo, in 1999 eventually we got responsibility to protect where the UN was said all governments are going to be held accountable for severe human rights violations within their own territories and if they don't respect them, the UN is going to intervene, militarily this is you know a big change we're saying we're not going to respect the sovereignty of Nations",2260.61,2303.46,36.699999999999996,BDqvzFY72mg
192,"so the new international order seems to be, affecting not only relations among countries but relations within them. The third part of the course I'm calling the end of the end of history and this is really, has its ultimate roots with 9/11 and the emergence of the global war on terror. The invasion of Afghanistan, Iraq, Libya and eventually the collapsing Syria we're going to see that the idea that history",2306.54,2343.44,33.885,BDqvzFY72mg
193,"was heading in some benign direction, was getting harder and harder for people to hold on to. we're going to look at the resurgence of state capitalism. we're going to look at what China was, has been and is doing in Africa. We are going to be looking at Russia's resurgence as a global power, they had been back on their heels, for much of the 1990s and early 2000 but now they became actively involved, in, the Middle East and elsewhere, we're going to, look at,",2347.13,2387.35,41.68299999999999,BDqvzFY72mg
194,"the new role of business in many political conflicts around the world sometimes with benign purposes in mind, but often not and so we're going to start to see a much messier politics. The fourth part of the course, is about the new politics of insecurity. This is really ushered in not so much by the financial crisis itself, but by the way in which governments responded to the financial crisis and this will be one of the areas",2392.93,2425.24,32.613,BDqvzFY72mg
195,"where we will be looking at paths not taken but, we will see that there was, growing insecurity in the workforces of many of the advanced democracies that had been building up for decades, and the financial crisis, threw into sharp relief the fact that most governments were not doing much about it if anything at all and in fact that they ended up bailing out the elites, while doing nothing much,",2426.59,2463.55,35.635999999999996,BDqvzFY72mg
196,"for the people who have been most harmed in the crisis and so we will look at the response to, the financial crisis in a number of countries particularly in the US and then we will all in the last part of the course, what is to be done that great Leninists slogan, we will be looking at, two things really. First how the, voter sentiment in these countries was, so poorly misdiagnosed by so many, political elites",2466.6,2504.51,39.53000000000001,BDqvzFY72mg
197,"and people in control of political parties, misdiagnosed to the point where not only did they fail to respond, to the growing economic insecurity, that was experienced by many, many millions of workers within their own countries. They were actually implementing political reforms that were likely to make things worse. And so the last part of the course will be looking at those two interacting issues. What sorts of economic policies were pursued",2507.25,2539.39,33.733,BDqvzFY72mg
198,"or failed to be pursued. What kinds of policies might have been pursued and how did the reform of political systems over the last 15 or 20 years, make the problem worse and that will lead me, to make some arguments, about how we should, think about, politics going forward. So, that is what we're going, to be doing. It's a big menu, we have, you know we have 26 now soon to be 25 lectures in",2542.6,2574.166,33.537000000000006,BDqvzFY72mg
199,"which to explore it. I'm going to, before breaking today, I'm going to talk about a few logistical matters. One is that I have been asked to announce but you can see for yourself, that the Office of Public Affairs is, taking pictures and these lectures are going to be videotaped. And this will include, we will have microphones so we can have questions from the floor and interaction",2579.91,2609.3,30.539,BDqvzFY72mg
200,"but you should know that, this is all being tape recorded and so anything you say can be taken down and used in evidence against you. So, a couple of other logistical things. One is I want to introduce Christina Seyfreid. Christina, she's the head teaching fellow for the course so for she will be overseeing the grading of students who are taking the course, for, credit and she will also be working with me,",2615.75,2645.45,30.078,BDqvzFY72mg
201,"in, running office hours for people from the community, which we're both going to be doing. I'll say a little bit more about that in a minute but, you will see more of Christina as we go along. Office hours I'm gonna be having office hours in Rosenkranz room 201 from 10:00 to 12:00 on Wednesdays and Fridays. The presumption there is that from 10:00 to 12:00, Yale students have priority.",2651.62,2680.59,27.408000000000005,BDqvzFY72mg
202,"These are walk-in office hours not by appointment and on 10:00 to 12:00 on Fridays, people from the community have priority but who knows if anyone will show up but that's the way it'll work 201 Rosenkranz Hall which is right opposite, the new colleges up the street. Christina is going to have office hours for people from the community on Thursdays, from 5:00 to 7:00 at a place yet to be announced and one thing we're going to do,",2685.28,2714.84,32.486000000000004,BDqvzFY72mg
203,"the office hours are not just going to vanish into the ether we're going to, Christina and I are going to film five sessions over the course of the semester, where she and I will discuss what's come up in the office hours and we will post that, on the course website. I do this with my Coursera course and it proves to be quite helpful. So, we will get questions that have come up in the office hours",2720.32,2750.89,30.640000000000004,BDqvzFY72mg
204,"both in our office hours and in office hours, between the students and the Teaching Fellows, that they will be participating as well and we will publish those videos of the office hours on the course website. Access to reading. Anyone who has a Yale ID can get almost all of the readings on Canvas, there's a few, I think three of the book, we're using too much",2752.19,2783.0,31.038999999999998,BDqvzFY72mg
205,"for copyright reasons to put them on Canvas but they're all in the library for anyone who doesn't want to buy any. The, people from the community we have, made available in the New Haven Public Library if you don't have access to Canvas us a couple of sets, of the books that we're being using in the course or you can get them that way. Those who are taking, the students who are taking the course for credit the official exam is",2786.56,2817.5,30.523,BDqvzFY72mg
206,"the last afternoon of the last day of exams, which I'm sure some of you have already bought plane tickets that are, inconsistent with that. So actually we're going to have to alternate exams. One on December 11th and this is primarily to accommodate SOM students because, of the timing of the SOM elective, exam period and that exam will, if we can arrange it be held at SOM, and then there'll be, but others can take it then as well if they want.",2821.71,2853.68,32.498999999999995,BDqvzFY72mg
207,"And then there'll be an another alternate exam on Friday the 13th so there'll be different times at which people can take the exam. Policy here will be no laptops, no screens, no iPhones. I came to this policy a couple of years ago. It definitely works better. It's just too tempting to be doing that Amazon shopping for your grandmother's birthday present that you forgot about and it's very distracting not only for the people around you but it's",2858.18,2897.24,35.07299999999999,BDqvzFY72mg
208,"also distracting for me, to teach. We will post the slides on Canvas and on the course web page off the lectures so people will have access, to the slides. What you'll find is if you go and you look at the slides on Canvas, they'll look like they'd been turned into a PDF and the video will not play. If you want to play the video, you have to download the slides and then it will read, it will regurgitate",2900.25,2929.86,31.294999999999998,BDqvzFY72mg
209,"as playable videos, so it is possible to play the video, yes so no laptops, no screens, no phones and everything, everything I put up here will be available to you, so you don't have to take copious notes of what appears on slides. Comments, questions. Yes, sir, you're gonna have to yell. We will have microphones here starting next time. (student speaking faintly)",2934.05,2978.653,31.275,BDqvzFY72mg
210,"You can't. So that's why we put a set of the reasonings in a New Haven library and the reason for it, it's not just Yale being mean. It turns out there're two sets of copyright rules so if you are photocopying chapters from a book, you are allowed to take up to 10% of the book, otherwise you have to buy the book if you're using it but universities, for their students, have a more permissive rule.",2986.04,3016.36,28.063,BDqvzFY72mg
211,"So we can take more than 10% from a book. I've forgotten what the exact number is but it's much more than 10%. We can take more than 10% from a book and put it up on Canvas if it's only available to Yale students but if we made them available to the general public, Yale would be violating copyright laws. So that's why we have bought two complete sets of the books and put them in a New Haven Public Library,",3018.54,3044.75,28.960000000000004,BDqvzFY72mg
212,"from which we have been xeroxing most of this stuff. So you should be able to get the vast majority of the readings if you wanna go down there and get them. Other questions, comments, observations? If there's a question in your mind, it's probably in the mind of 30 other people so they'll be grateful if you ask it. Yeah, you just have to yell. (student speaking faintly)",3047.5,3075.698,24.086,BDqvzFY72mg
213,"Are we gonna look at the European Union as well as what? (student speaking faintly) We're certainly gonna look at the growth of the European Union and the expansion of the European Union since, in fact, we're gonna talk about it next class. We're gonna look at the expansion of the European Union since the Cold War. I'll talk very briefly about the early, this course is really post 1989.",3080.44,3111.85,26.295999999999996,BDqvzFY72mg
214,"We've just hired David Engerman and Arne Westad, who are both cold war historians who are gonna be teaching courses on the Cold War. So if you really wanna deal with the post-war Europe from into war Europe II to the end of the Cold War, these are the guys who are gonna be teaching that stuff going forward in Yale College. So I'm very consciously not doing that. So I will talk about the way in which the European Union was formed which has had a lot to do",3116.56,3152.52,34.573,BDqvzFY72mg
215,"with its current troubles but mostly, I'm gonna focus on since 1989. Yeah, pardon? (student speaking faintly) There are no sections in this course. This is why we have an hour and a quarter lecture rather than a 50-minute lecture. Yeah. (student speaking faintly) The topics for the papers will be posted two weeks",3155.42,3176.98,24.288,BDqvzFY72mg
216,"before the papers are due and we will give, I should say a couple of things about that. This is not a research course so you can write a first-rate paper based on reading the material on this syllabus. You are not expected to go beyond the syllabus. And we will post, two weeks before the papers are due, a list of topics of and it will be, there will be very significant amount of choice on it so we'll probably give you four or five possible topics",3180.82,3215.13,36.78,BDqvzFY72mg
217,"to write about. Yes, sir. What is the expectation for graduate students? The same course requirements, two papers and a final exam. Yeah. Yes, sir. Pardon. - [Student] Is there a limit for (mumbles) students to join the class? - No, there's no limit.",3219.33,3245.365,17.249,BDqvzFY72mg
218,"This is an uncapped course. I'm hoping we can stay in this room, it looks like it. Numbers tend to go down rather than up during shopping period. It's not a capped course. Yeah. (student speaking faintly) People have taken courses with me before know that I have a pretty interactive lecturing style. So yes, there will be microphones",3247.84,3282.33,23.201,BDqvzFY72mg
219,"and there will be questions. I'm not planning to talk for an hour and a quarter every Tuesday and Thursday. So there will be significant amount of interaction. Yes sir. (student speaking faintly) Yeah, we currently, I believe, have six in addition to Christina's Teaching Fellows, all of whom will be holding office hours. They'll be available and you will be able to go",3284.24,3314.75,26.948999999999998,BDqvzFY72mg
220,"and talk to them about what's come up in the class, about your papers and so on. And the conversations you have with those teaching fellows, we will also address then in the videotaped office hours that we post. Okay. So any other questions, comments, reactions? So on Tuesday, we're gonna talk about the collapse of the Soviet Union from Soviet Communism to Russian gangster capitalism.",3317.44,3358.82,30.855999999999998,BDqvzFY72mg
221,I will see you then. (music),3361.79,3364.3559999999998,3.667,BDqvzFY72mg
222,"- I started the lecture last Thursday by playing a clip of Michael Foot making fun of Sir Keith Joseph who had been the intellectual architect of Thatcherism. With his conjurer's trick, and said at the end of the day that the joke was on Michael Foot, because he thought Thatcher would be a flash in the pan, and she went on to be Prime Minister for 11 1/2 years and went on fundamentally to restructure the British economy and political landscape as we saw.",9.44,48.53,41.378,T3-VlQu3iRM
223,"I want to start today with a clip from his, his comrade in arms Tony Benn, who had been his staunchest supporter on the left of the Labor Party throughout the 1980s. And actually ran for the deputy leadership when Michael Foot became leader In 1981 and lost narrowly to Healy. But this is Tony Benn on the day after Thatcher has announced she was stepping down, evaluating the Thatcher legacy.",53.378,93.83,38.88499999999999,T3-VlQu3iRM
224,"- [Tony] Despite the fact we've been told we're an entrepreneurial society, this is a country today that has an utter contempt for skill. You talk to people who dig coal, run trains, doctors, nurses, dentists, toolmakers, nobody in Britain is interested in them. The whole of the so-called entrepreneurial society has focused on the city news we get in every bulletin telling us what's happened to the pound sterling",98.08,124.92,29.78,T3-VlQu3iRM
225,"to three points of decimals against a basket of European currency. Skill is what built this country, strength and it is treated with contempt. I must confess the auctioning off of public assets, particularly the latest disgusting Frankenstein advertisements which told me more about the mentality of the Minister who devised the scheme than it did about the sale itself, these are assets built up by the labor",127.86,151.66,26.47,T3-VlQu3iRM
226,"of those who worked in electricity and by the taxpayer who put the equipment in, now to be auctioned off at half their price to make a profit from the tax cut for the rich before the next election comes. If these were local councilors they would be before the courts for wilful misconduct, and because they are ministers and then some of them later go on the boards of the company's they privatized,",154.33,176.785,24.470000000000002,T3-VlQu3iRM
227,"they are treated as businessmen who know better how to handle it as members of the board of directors than allegedly they did as ministers responsible. The undermining of the trade unions with less rights in Britain than they have in Eastern Europe. The tax cuts for the rich and benefit cuts for the poor, the censorship of the media, the abuse by security services",178.8,198.33,21.939999999999998,T3-VlQu3iRM
228,"the restriction of civil liberties. And when we look back in the 1980s we will see many victims of market forces. I do not share the general view that market forces are the basis for political liberty, every time I see a person in a cardboard box in London I say that person is a victim of market forces. Every time I see a pensioner who can't manage a victim of market forces. The sick who are waiting for medical treatment",200.74,227.96,29.91,T3-VlQu3iRM
229,"that they could accelerate by private insurance, they are the victims of market forces. And with the disappearance of the Prime Minister who's a great ideologue, I mean her strength was that she understood a certain view of life, and when she goes, and she's gone, there will be a great ideological vacuum. It's no good saying we will run the market forces better than she did,",230.65,254.19,24.044999999999998,T3-VlQu3iRM
230,"because her whole philosophy was that you measured the price of everything and the value of nothing. And I had one experience the other day which confirmed me in my view that she hasn't really changed the thinking or culture of the British people. I don't know how many people as I do travel on trains, but I go regularly on the trains and I see all the little businessmen",255.94,276.57,21.834,T3-VlQu3iRM
231,"with their calculators working out their cash flow frowning at people, looking and glaring at each other. Thatcherite trains, the train of the competitive society. Coming back from Chesterfield the other day the train broke down and it wholly changed, somebody came in and said have a cup of tea from my Thermos. Then people looked after each other's children",278.611,297.03,20.939,T3-VlQu3iRM
232,"and a young couple talked to me and I said after about half an hour, ""How long have you been married?"" ""We met on the train"", they said. And a woman said, ""Will you get off at Derby ""and ring my son in Swansea because he'll be worried."" By the time we got to London we were a socialist train. Because you can't change human nature. There is good and bad in everybody, and for 10 years it is the bad.",299.55,319.28,22.25,T3-VlQu3iRM
233,"And the good that has been denounced as lunatic, out of touch, cloud cuckoo land, extremist and militant. And that's what the party opposite have done, they don't quite yet know, they think it's the retirement of a popular headmistress under circumstances some might regret. Actually, they killed the source of their own philosophy and opened the way for quite different ideas. - So there you have again a leader of the Labor Party, deputy leader of the Labor Party",321.8,354.0,31.823,T3-VlQu3iRM
234,"who's extremely eloquent, but in contrast to Foot a decade earlier, very bitter about the legacy of Thatcherism. And more important for our purposes today, despite his story about the socialist train and human nature, he was actually in denial, because Michael Foot and Tony Benn continued to believe that this ghastly interregnum was now over and there would be a resurgence of",355.59,384.436,31.59,T3-VlQu3iRM
235,"the traditional left, a traditional Labor Party. By then of course Labor had been in the wilderness since 1979 and it would actually continue to be in the wilderness for the next several elections and not come back into power until 1997. And when they did finally come back into the power it was under the leadership of a very different Prime Minister with very different priorities and views about",387.46,415.56,27.88,T3-VlQu3iRM
236,"the nature of the Labor Party and how it could govern. - Across the nation, across class, across political boundaries the Labor Party is once again able to represent all the British people. We are the mainstream voice in politics today. A believe in society, working together, solidarity, cooperation, partnership. These are our words, this is my socialism. (audience applauds) It's not the socialism of Marx or state control,",418.51,450.64,33.723,T3-VlQu3iRM
237,"it is rooted in a straightforward view of society. In the understanding that the individual does best in a strong and decent community of people with principles and standards and common aims and values. A new politics, a politics of courage and honesty and trust. Now it means telling it as it is, it means not opposing everything every other party does for the sake of it.",453.83,480.55,26.646000000000004,T3-VlQu3iRM
238,"Politicians are looked to by the people for leadership, and leadership is about having the courage to say no as well as yes. Now even this week I heard people say that a Labor government must repeal all the Tory trade union laws. Now there's not a single person in this country who believes that we shall actually do it, no one believes strike balance should be abandoned. So why do we say it?",482.96,508.67,24.426000000000002,T3-VlQu3iRM
239,"We shouldn't, and I won't. I have said and I mean I am committed to the goal of full employment we will develop the plans to achieve it. But I won't ever pretend that I can deliver it overnight. It requires a modern constitution, that says what we are in terms the public cannot misunderstand and the Tories cannot misrepresent. (audience applauds)",509.68,529.424,20.8,T3-VlQu3iRM
240,"The next election will offer us the chance to change our country. Not just to promise change, but to achieve it, the historic goal of another Labor government, our party New Labour, our mission new Britain, New Labour, new Britain. (audience applauds) - So that was Tony Blair speaking to the Labor Party Conference in 1995.",530.48,555.95,25.632,T3-VlQu3iRM
241,"And the reason that was such an important speech, once that was the speech in which, when he speaks about the new Constitution for the Labor Party, he's talking about getting rid of clause four of the Labor Party's Constitution which called for the nationalization of the means of production, distribution and exchange, and it hearkened back to the original founding of",560.58,582.13,22.988999999999997,T3-VlQu3iRM
242,"the Labor Party in the early part of the 20th century as a Marxist Socialist party. And there had been a battle for the soul of the Labor Party that had gone on since Thatcher's years, actually it was before Blair, it was Neil Kinnock, and after Kinnock it was John Smith, but Blair finally won this battle, he got rid of clause four and reoriented the Labor Party to become a party that they thought could be competitive in",584.766,615.332,33.016999999999996,T3-VlQu3iRM
243,"the new world that I was describing to you last time. Now similar things were going on elsewhere, including back here. The Democrats felt that they had been pulled to the left too much in the decade since the McGovern Frazier reforms of the Democratic Party which had greatly empowered the grass roots. I'll talk more about that later, and had produced candlelight dates like George McGovern or subjected Jimmy Carter",619.31,649.513,32.349999999999994,T3-VlQu3iRM
244,"to a debilitating primary challenge from Jimmy Carter which many thought had contributed to his defeat by Ronald Reagan in 1980. And there was a similar sense within the Labor Party, within the Democrats that just as something like New Labour which Tony Blair was bringing into existence needed to happen in the US as well to the Democratic Party, and there was something formed called the Democratic Leadership Council and Bill Clinton was one of its first leaders.",651.83,684.9910000000001,37.941,T3-VlQu3iRM
245,"And the agenda of the Democratic leadership Council was very much similar to the agenda of New Labour, just to give you a flavor, this is Bill Clinton actually speaking in 1988, before he ran for the nomination four years later. - Take this fight about civil rights, the Republicans have set up so that if you're for the civil rights bill you've got to be for quotas, so that if you're not for quotas we have to say you're for discrimination.",690.27,720.31,31.133,T3-VlQu3iRM
246,"It's a bogus debate, and the White House ought to be ashamed of itself for breaking up the honest. (audience applauds) For breaking up the honest attempt of the Business Roundtable and the civil rights groups in this country to have a new choice you can have economic growth, small-business vitality, you don't wake up every day being scared",723.22,746.05,21.898999999999997,T3-VlQu3iRM
247,"to death of a lawsuit, but we protect women and minorities and people who deserve it from unfair discrimination on the job, which we all know still exists in this country. (audience applauds) Take the debate about poor children, the way the Republican's set the debate up, they say the Democrats are for throwing more money at these problems",747.7,769.41,19.756000000000004,T3-VlQu3iRM
248,"and we know you can't throw money at them. We just said that. And we are family values. Let me tell you something, family values won't feed a hungry child, but you can't raise that hungry child very well without them. We need both. Do you really believe that if we permit these conditions to go on for 10, 20 or 30 years",771.64,795.41,24.536,T3-VlQu3iRM
249,"And we permit national politics to continue in its present relevant track for 10 or 20 or 30 years, that America will lead the world we have made, that you can keep the American dream alive for the next generation of Americans? I want my child to grow up in the America I did, I don't want her to be part of the first generation of Americans to do worse than their parents did. I don't want her to be a part of the country that's coming apart instead of coming together.",799.05,821.72,25.02,T3-VlQu3iRM
250,"Over 25 years ago I had a professor of Western civilization who told me our country was the greatest country in human history because our people had always believed in two simple things, one is that the present doesn't have to be as good as the future, the future can always be better. And two, that every one of us has a personal moral responsibility to make it so. That is what the new choice is all about,",825.46,852.85,30.509999999999998,T3-VlQu3iRM
251,"that is what we are here in Cleveland to do, we're not here to save the Democratic Party, we're here to save the United states of America. Thank you very much and God bless you. (audience applauds) - So there was Bill Clinton on the cusp of his leadership role in the Democratic Party and he would subsequently go on to become President. And so today's agenda is to understand this reorientation of the parties of the left",856.1,885.82,32.8,T3-VlQu3iRM
252,"and then think about their place in the broader scheme that we are developing as the course goes a long. Our agenda is gonna have three parts to it, I'm gonna start by revisiting the comments I made about distributive politics or the psychology of distributive politics in a little more depth than I did last time. And the reason is I've had a number of questions about it, and it's really important. It's gonna be important later in the course",889.368,918.07,31.072000000000003,T3-VlQu3iRM
253,"and it's gonna be important for today's lecture. So I'm gonna reprise what I said about that and extend it a little bit. Then we're gonna come to the heart of the matter and talk about unions, left of center parties and the median voter as they played out in this period. And then finally we're gonna talk more generally about distributive politics in two-party systems such as Britain and the US, versus multi-party systems as prevail in much of Europe.",920.44,950.89,34.720000000000006,T3-VlQu3iRM
254,"So let's go back to the comments I made about absolute and relative gains. I said to you that absolute gains are self-referential, as in the Ronald Reagan video that I put up saying ask yourself and I better off than I was four years ago. Relative gains are the sorts of things that Margaret Thatcher was lambasting in her speech in the House of Commons when she was saying that the left would rather that the poor will be poorer",956.93,992.16,36.63,T3-VlQu3iRM
255,"so long as the rich were less rich. So just for people who like diagrams, some people like diagrams and some don't, and there's nothing I'm gonna do with a diagram that you can't explain without a diagram. But for those who like diagrams, imagine you're gonna ask yourself which is better for me from the point of view of you representing the red dot. And we're thinking about my income on the vertical axis,",995.94,1024.64,33.7,T3-VlQu3iRM
256,"and her income on the horizontal axis. So just to be clear about what we're saying, with absolute gains anything above that line is better. I will be better off than I was four years ago if I can move above that line. When we're talking about relative gains, or other referential comparisons, then anything to the north-east of that, to the left side of that blue dotted line, I will be better off relative to her.",1031.1,1064.02,36.98,T3-VlQu3iRM
257,"And so we can think about four quadrants here, we can think about up here I'm better off either way, over here I'm worse off either way, here I am absolutely better off but relatively worse off, and here I'm relatively better off and absolutely worse off. So this is the difference. Now economists like to think in terms of absolute gains because they think in terms of win-win. So this is a close cousin of the Pareto principle, those that have taken Econ 101 will know,",1068.1,1103.81,37.769,T3-VlQu3iRM
258,"if we move from the status quo up here both people are better off, so that's the realm of market transactions, they'll go there voluntarily. If we move from here, maybe to here, maybe because the government taxes both of us and sends the money to a country we both despise then we're worse off. And these two quadrants are where one person gets better off and the other person gets worse off.",1107.046,1136.75,29.68,T3-VlQu3iRM
259,"And much of economic theory is about welfare economics is about whether and under what conditions we can say that the one who gains gains more or less than the one who loses. So the reason economists tend not to like relative comparisons is that there's no win-win with relative, there is no circumstance with relative comparisons where both people can be better off.",1138.9,1170.62,30.709,T3-VlQu3iRM
260,"And so I think that's a lot of the reason for the distaste for relative comparisons among neoclassical economists. But, this is not a course in neoclassical economics this is a course about power and politics in today's world. And when we think about power and politics we have to recognize that although economists tend to prefer absolute gains, relative gains are often much more potent in politics, people make relative comparisons whether our models tell us a good idea or not.",1174.377,1212.08,40.473,T3-VlQu3iRM
261,"But they don't just make any relative comparisons and this was the point about many people not caring what multimillionaires make. Local reference groups, people relatively similar to me are the sorts of people to whom I tend to compare myself, that was the upshot of the capuchin monkey story and why I said that the experimenter misinterpreted his own results. The example I gave is a college professor",1217.06,1251.75,32.992000000000004,T3-VlQu3iRM
262,"will be much more upset to learn that his salary is $10,000 less than a similar professor down the hallway than to learn that it's half $1 million less than the attorney who lives next door. So people tend to make relatively local comparisons. But a corollary of that that I didn't emphasize enough is that these local comparisons can be either invidious or solidaristic. So when we talk about the majority rule,",1254.0,1290.1,33.891,T3-VlQu3iRM
263,"divide a dollar game, I said if people agree upon a conception of fairness for example, that everybody should get an equal share because it's fair, that might breed solidarity among them to vote together if they're all below the median income. But the difficulty with that is that it's vulnerable to that very logic of the divide a dollar game that I talked about, namely that you can split people off of the coalition",1292.67,1322.4,33.459,T3-VlQu3iRM
264,"by offering them some other benefit, unless there is some institution to actually hold together and reinforce that solidarity among a particular group, it's gonna be too easy to pick it apart, and we will in fact see in four-part harmony on Thursday that efforts to pick apart a distributive coalition in accordance with the divide a dollar game when we talk about the anti-tax movement. And so the reason we got to talking about unions was that the thought was that unions",1327.1589999999999,1366.5,41.394999999999996,T3-VlQu3iRM
265,might be an instrument for supplying some if you like institutional backbone to the solidarity of people below the median income. And I'm gonna spend a lot more time on that topic today when we're thinking about the reorientation of left parties. But before I do that I wanted to make one more point about the psychology of distribution and the way that it plays out in politics. And I want you to engage with me in a thought experiment.,1369.9070000000002,1402.32,36.056000000000004,T3-VlQu3iRM
266,"Let's say that Steve gets a phone call one day and he's told that he's won the lottery. He's won the lottery and he's gonna get $2 million. The next day however, he gets a follow-up phone call and they say well actually the news is good but it's not quite that good, we didn't know there was a second ticket that had been sold, so actually you're not getting $2 million but you're getting $1 million. Still, it's $1 million",1406.99,1438.71,29.356,T3-VlQu3iRM
267,"Steve didn't have $1 million before he had been called. Now Art on the other hand, he gets a phone call and he says, ""Art you've won the lottery, ""you've won half $1 million congratulations."" And he's delighted. But the next day he gets another call and he says, ""The reason we told you ""that you had won half $1 million ""we thought there was another ticket sold",1440.38,1466.3570000000002,25.590000000000003,T3-VlQu3iRM
268,"""but it turns out there wasn't another ticket sold. ""So actually Art there is even better news, ""You've won $1 million."" Now notice that both Art and Steve are $1 million richer than they were two days ago. But who's happier? Who's happier? Why? Pardon? (people mutter off microphone)",1468.1170000000002,1501.016,23.418,T3-VlQu3iRM
269,"Art, you tell us why are you happy? Yeah, so what you're all saying is exactly right, that Steve somehow thinks he's lost something. And this is the concept of loss aversion which economists sometime refer to as the endowment effect. This is the idea that if you have something taken away from you it bothers you more than you become happier if something is given to you.",1507.7,1540.88,32.982,T3-VlQu3iRM
270,"And this is the idea for which Danny Kahneman won a Nobel prize, it should really have gone to him and Amos Tersky, but they don't give it to dead people and Tersky had died. And again for people who like diagrams this is the diagram they called it Prospect Theory and the idea is the curve is always the shape. The idea is to capture this notion that the prospect of a gain does not bring as much happiness as the prospect of an equivalent loss",1545.97,1580.12,36.428,T3-VlQu3iRM
271,brings unhappiness. And so this is why if you want to motivate people to do something it's better to talk to them about undoing a loss or avoiding a loss then the prospect of a gain. So we will come back to this idea in the last part of the course because I think it has a lot to do,1584.2,1611.3829999999998,25.733,T3-VlQu3iRM
272,"With the psychology behind the politics of populism that we'll be talking about later. So this is the notion of loss aversion. Now some people wonder about well why is it? Because at some level it's irrational to weigh potential loss more heavily in terms of futility than weighing a potential gain, particularly if the things are equivalent, the endowment effect idea is",1613.65,1643.09,30.039,T3-VlQu3iRM
273,"if you own something you won't take the price you would take if you didn't own it to give it up. Again just this idea that it's mine, I don't want to give it up is so important. And there's speculation about why people are like this. One of the leading theories is that for so long in human history people lived so close to the survival that even a small loss might have been catastrophic",1645.076,1674.3,30.063999999999997,T3-VlQu3iRM
274,"from the point of view of survival and so people have built in this idea of avoiding losses as being more consequential than getting gains. It's one theory, there are others. So we're just keeping all that in our analytical bag of tricks as we work our way through the rest of today's lecture and some of the other materials in the course. So, the basic challenge for left of center parties",1679.102,1708.32,28.977000000000004,T3-VlQu3iRM
275,"in this new world, is that unions as institutions that can reinforce solidaristic ideals among voters below the median income are becoming less effective. This is the basic challenge. And the reason is why? Because unions are becoming, unions protect their members and are becoming smaller and weaker. And that means two things,",1714.15,1746.78,30.875999999999994,T3-VlQu3iRM
276,"they're gonna be less effective at protecting their members, and the externalities of protecting their members when they do, the spin-offs are gonna be less, less dissent. So that's what we are gonna be exploring, and I put this picture up last time, when we were talking about the right to make the point that in the US people think about",1748.76,1772.43,23.913,T3-VlQu3iRM
277,"the decline of the unions since the 70s, but really the high point of union membership in the American economy was in the 1950s, and it's been falling ever since. So the UK is a comparable story, just later. You can see here union membership in Britain peaks at around 1980, ironically just as Michael Foot",1775.04,1798.66,25.91,T3-VlQu3iRM
278,"is becoming leader of the Labor Party and we'll have more to say about that when we talk about parties later. And it's been going down ever since, so if you look here at trade union density, that means the proportion of a sector of the economy that is unionized. Since 1995 in the whole economy that's the blue line, it's gone from about 33% to about 25%.",1800.95,1832.42,29.756,T3-VlQu3iRM
279,"And if you look at the private sector, which is increasingly important because the public sector is shrinking, it's gone from above 20% down to about 15%. So not as extreme as story as here, but nonetheless the size of the unionized sectors of the economy has been falling. Now the upshot of this is that unions are decreasingly effective institutions",1834.63,1862.4,27.557000000000002,T3-VlQu3iRM
280,"to enforce solidarity below median income voters. And this requires quite a bit of unpacking. The reason is that where unions remain powerful within left of center parties they will pull them away from the median voter. So you saw this for example in the 1970s and 80s in the UK. Where unions were very powerful within the Labor Party, they controlled the leadership selection process for example, that's how Michael Foot became leader in 1980.",1865.58,1902.33,35.103,T3-VlQu3iRM
281,"And the TUC, the trade union organization, had, it has less now, but it had at that time enormous power in setting Labor policy. But if you think about union membership declining, that means that if they support unions they are gonna be pulling the Labor Party away from the median voter most of whom are not unionized.",1909.8570000000002,1937.89,29.305999999999997,T3-VlQu3iRM
282,"And indeed one way of talking about this story of British politics in the 1970s and 80s, certainly until Thatcher in the late 60s and 70s is this divergence of interest. So both Conservative and Labor governments alike used to have things that they called incomes policies. And incomes policies were basically agreements that they worked out, it sometimes went under the name of liberal corporatism among academics.",1940.07,1971.27,33.377,T3-VlQu3iRM
283,"You might think liberal corporatism is a contradiction in terms, when we say corporatism we think of Italian fascism. The idea of liberal corporatism was the idea that the government would negotiate a deal among business and the unions, and then turn it into law and enforce it. And so the Heath government, the Wilson, Heath was a Conservative,",1974.96,1997.53,24.4,T3-VlQu3iRM
284,"the Wilson and Callaghan Labor governments were always trying to negotiate these incomes policies with the unions. And they would agree that wage increases are gonna be capped at 6%. And then what they would find was that the unions say in the steel industry or the coal industry figure that they could actually negotiate a higher settlement with their employers,",1999.36,2023.74,27.689999999999998,T3-VlQu3iRM
285,"and would bust the agreement. Even under Labor governments, Wilson and Callaghan would call in the union leadership and say, why are you doing this, you agreed to hold the line on wage increases, as part of our incomes policy. And the answer was we are here to represent our members, we are not here to run the British economy. And our first obligation is to our members",2027.05,2057.86,28.806,T3-VlQu3iRM
